"Provider Name","Provider City","Hospital Referral Region Description","Avg_Discharges","Total_Avg_Cov_Charges","Total_Avg_Payments","Total_Avge_Medicare_Payments"
"CLARION HOSPITAL","CLARION","PA - Pittsburgh",27.0740740740741,241684.29,166841.95,142434.42
"VALDESE GENERAL HOSPITAL INC","VALDESE","NC - Hickory",23.6521739130435,668273.53,166393.38,141064.96
"ARKANSAS VALLEY REGIONAL MEDICAL CENTER","LA JUNTA","CO - Colorado Springs",22.7826086956522,283705.41,166320.94,146570.52
"HIGHLANDS MEDICAL CENTER","SCOTTSBORO","AL - Huntsville",40.9655172413793,387126.96,165218.56,139341.55
"NEWMAN REGIONAL HEALTH","EMPORIA","KS - Topeka",24.9230769230769,406945.88,165175.59,140359.35
"IROQUOIS MEMORIAL HOSPITAL","WATSEKA","IL - Urbana",21.5833333333333,258673.61,164629.15,145684.69
"THE MCDOWELL HOSPITAL","MARION","NC - Asheville",22.6363636363636,284426.85,164607.88,143291.32
"CLARK REGIONAL MEDICAL CENTER","WINCHESTER","KY - Lexington",26.75,327003.08,164418.24,142696.39
"WOOD COUNTY HOSPITAL","BOWLING GREEN","OH - Toledo",21.8888888888889,358402.23,164145.54,130786.09
"DELTA COUNTY MEMORIAL HOSPITAL","DELTA","CO - Grand Junction",25.9259259259259,406789.85,163914.13,137041.09
"COSHOCTON COUNTY MEMORIAL HOSPITAL","COSHOCTON","OH - Columbus",25,282490.28,163456.93,143792.61
"CHRISTUS SPOHN HOSPITAL ALICE","ALICE","TX - Corpus Christi",25.4074074074074,976190.86,163419.14,134969.28
"RUSSELLVILLE HOSPITAL","RUSSELLVILLE","AL - Birmingham",29.36,522860.58,163341.1,143476.21
"SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER","EMPORIA","VA - Richmond",29.6206896551724,944818.73,163181.09,139159.13
"GULF COAST MEDICAL CENTER","WHARTON","TX - Houston",17.4117647058824,581406.02,163061.9,148443.52
"KANSAS HEART HOSPITAL","WICHITA","KS - Wichita",41.45,430637.24,162948.76,141330.2
"CAMPBELL COUNTY MEMORIAL HOSPITAL","GILLETTE","MT - Billings",19.4375,291255.24,162774.63,147219.99
"THOMASVILLE MEDICAL CENTER","THOMASVILLE","NC - Winston-Salem",20.1428571428571,361200.83,162730.68,137424.11
"WELLMONT LONESOME PINE HOSPITAL","BIG STONE GAP","TN - Kingsport",22.7857142857143,415585.6,162701.16,139855.33
"GOLDEN VALLEY MEMORIAL HOSPITAL","CLINTON","MO - Kansas City",28.2692307692308,404155.08,162639.41,137406.99
"SACRED HEART HOSPITAL","CHICAGO","IL - Chicago",36.0909090909091,391799.75,162576.7,146633.38
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","ALBERT LEA","MN - Rochester",21.4615384615385,338823.27,162538.76,139171.94
"MONROE COUNTY MEDICAL CENTER","TOMPKINSVILLE","KY - Louisville",31.9230769230769,243051.7,162222.45,142571.37
"LAKE REGION HEALTHCARE CORPORATION","FERGUS FALLS","ND - Fargo/Moorhead MN",21.6153846153846,432620.94,162012.9,139989.04
"ST LUKE'S QUAKERTOWN HOSPITAL","QUAKERTOWN","PA - Allentown",19.037037037037,1057504.95,161722.2,129462.79
"KAISER FOUNDATION HOSPITAL FONTANA","FONTANA","CA - San Bernardino",19.6666666666667,371883.37,161482.25,148156.91
"LEXINGTON MEMORIAL HOSPITAL INC","LEXINGTON","NC - Winston-Salem",27.8846153846154,343485.04,161469.98,137939.53
"MARYVALE HOSPITAL","PHOENIX","AZ - Phoenix",15.5625,472986.14,161437.64,144327.82
"CENTURA HEALTH-ST THOMAS MORE HOSPITAL","CANON CITY","CO - Colorado Springs",20.9565217391304,504763.28,161303.48,139292.3
"HOPKINS COUNTY MEMORIAL HOSPITAL","SULPHUR SPRINGS","TX - Dallas",25.2222222222222,416000.53,161220.61,134501.91
"BLUFFTON REGIONAL MEDICAL CENTER","BLUFFTON","IN - Fort Wayne",24.8928571428571,599846.61,161065.02,124766.09
"BARNES-JEWISH WEST COUNTY HOSPITAL","CREVE COEUR","MO - St. Louis",31.1,393956.94,160874.43,135527.52
"WILLIAMSON ARH HOSPITAL","SOUTH WILLIAMSO","KY - Lexington",34.7931034482759,419920.95,160478.4,134848.76
"DAVIS HOSPITAL AND MEDICAL CENTER","LAYTON","UT - Ogden",21.7272727272727,472994.39,160193.77,132593.22
"HAMILTON GENERAL HOSPITAL","HAMILTON","TX - Waco",24.7666666666667,301041.66,160178.69,136079.07
"SMYTH COUNTY COMMUNITY HOSPITAL","MARION","TN - Kingsport",22.7407407407407,566600.36,159888.56,132271.03
"PERSON MEMORIAL HOSPITAL","ROXBORO","NC - Durham",22.9545454545455,309393.41,159389.38,140996.73
"WILLIAMSON MEMORIAL HOSPITAL","WILLIAMSON","WV - Charleston",26,308433.76,159350.61,130798.97
"AMERICAN LEGION HOSPITAL","CROWLEY","LA - Lafayette",29.4814814814815,205021.12,159127.36,137035.35
"ATHENS REGIONAL MEDICAL CENTER","ATHENS","TN - Knoxville",23.7692307692308,491716.31,158825.52,135099.99
"RAPPAHANNOCK GENERAL HOSPITAL","KILMARNOCK","VA - Richmond",19.125,315228.65,158629.13,136152.82
"CAMBRIDGE MEDICAL CENTER","CAMBRIDGE","MN - Minneapolis",25.5,556514.62,158444.32,130431.55
"ILLINOIS VALLEY COMMUNITY HOSPITAL","PERU","IL - Peoria",33.1538461538462,496955.35,158370.15,132905.51
"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","SAN FRANCISCO","CA - San Francisco",23.0769230769231,795825.65,157886.94,137545.44
"EAST VALLEY HOSPITAL MEDICAL CENTER","GLENDORA","CA - Los Angeles",20.7647058823529,734333.22,157781,144706.09
"HABERSHAM COUNTY MEDICAL CTR","DEMOREST","GA - Atlanta",23,280368.68,157651.84,135921.5
"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","SYLMAR","CA - Los Angeles",18.3076923076923,363735.32,157591.81,148171.61
"MEADOWVIEW REGIONAL MEDICAL CENTER","MAYSVILLE","KY - Lexington",27.84,439080.78,157499.38,125535.32
"NEWBERRY COUNTY MEMORIAL HOSPITAL","NEWBERRY","SC - Columbia",21.2380952380952,395976.34,157137.52,136051.17
"CLEARFIELD HOSPITAL","CLEARFIELD","PA - Altoona",28.0740740740741,314673.1,156993.93,135952.8
"SPENCER MUNICIPAL HOSPITAL","SPENCER","SD - Sioux Falls",26.7916666666667,403987.95,156873.69,135098.21
"INLAND HOSPITAL","WATERVILLE","ME - Portland",19.6875,275336.7,156856.34,140206.18
"FRESNO HEART AND SURGICAL HOSPITAL","FRESNO","CA - Fresno",38.6923076923077,549458.88,156791.71,136056.71
"VILLAGE HOSPITAL","GREER","SC - Greenville",17,360953.18,156742.25,130141.03
"AURORA MED CTR OSHKOSH","OSHKOSH","WI - Neenah",22.95,474264.47,156734.07,132724.96
"LANDER REGIONAL HOSPITAL","LANDER","WY - Casper",17.25,434705.23,156274.39,129241.82
"ST JOHNS HOSPITAL-LEBANON","LEBANON","MO - Springfield",27.25,333172.35,155974.01,135426.52
"TRINITY MEDICAL CENTER","BRENHAM","TX - Houston",19.4,446735.6,155914.43,137398.84
"TRINITY MUSCATINE","MUSCATINE","IA - Iowa City",16.5263157894737,321373.86,155144.15,138706.79
"OCH REGIONAL MEDICAL CENTER","STARKVILLE","MS - Tupelo",26.375,432408.1,155025.98,135308.4
"LOGAN REGIONAL HOSPITAL","LOGAN","UT - Salt Lake City",22.9444444444444,343157.11,154912.4,113082.87
"NATCHEZ REGIONAL MEDICAL CENTER","NATCHEZ","MS - Jackson",26.3703703703704,1026707.09,154627.35,131204.39
"ST NICHOLAS HOSPITAL","SHEBOYGAN","WI - Milwaukee",21.4545454545455,439898.87,154544.71,126646.59
"SOUTHWEST REGIONAL MEDICAL CENTER","WAYNESBURG","WV - Morgantown",21.6818181818182,264662.52,154069.36,134751.65
"RIDGECREST REGIONAL HOSPITAL","RIDGECREST","CA - San Bernardino",21.1666666666667,508814.3,154013.46,136113.83
"ST FRANCIS HOSPITAL","CHARLESTON","WV - Charleston",38.7391304347826,316995.32,153763.18,129967.03
"PLAINS REGIONAL MEDICAL CENTER  CLOVIS","CLOVIS","TX - Lubbock",25.4615384615385,645733.6,153760.7,128512.86
"PHOEBE SUMTER MEDICAL CENTER","AMERICUS","GA - Albany",15.8421052631579,353266.72,153699.22,129947.63
"FANNIN REGIONAL HOSPITAL","BLUE RIDGE","GA - Atlanta",27.1304347826087,654569.22,153491.67,133336.84
"PROVIDENCE MILWAUKIE HOSPITAL","MILWAUKIE","OR - Portland",18.9444444444444,265568.68,153310.56,130534.72
"LAKEWAY REGIONAL HOSPITAL","MORRISTOWN","TN - Knoxville",23.96,816424.01,153180.96,132343.07
"MIDMICHIGAN MEDICAL CENTER-CLARE","CLARE","MI - Lansing",23.6153846153846,318895.8,152616.2,129322.34
"ST ANTHONY COMMUNITY HOSPITAL","WARWICK","NJ - Ridgewood",24.5454545454545,706537.3,152571.88,131167.72
"WALLACE THOMSON HOSPITAL","UNION","SC - Spartanburg",28.16,486169.38,152492.5,123818.17
"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC","EL PASO","TX - El Paso",17.7826086956522,766666.53,152440.74,131749.05
"SPECTRUM HEALTH GERBER MEMORIAL","FREMONT","MI - Grand Rapids",21.625,305956.47,152424.83,130492.17
"HOT SPRING COUNTY MEDICAL CENTER","MALVERN","AR - Little Rock",24.4074074074074,346137.14,152142.81,130980.63
"BANNER CHURCHILL COMMUNITY HOSPITAL","FALLON","NV - Reno",22.6842105263158,373905.8,151629.99,131731.89
"JEWISH HOSPITAL - SHELBYVILLE","SHELBYVILLE","KY - Louisville",22.2272727272727,473076.29,151250.88,129407.63
"SPOTSYLVANIA REGIONAL MEDICAL CENTER","FREDERICKSBURG","VA - Richmond",20.2916666666667,452956.3,151121.07,114840.08
"TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","AZLE","TX - Fort Worth",21.2173913043478,405425.79,151030.82,126885.14
"TROY REGIONAL MEDICAL CENTER","TROY","AL - Montgomery",19.5238095238095,448198.6,151028.72,132629.56
"CLAREMORE REGIONAL HOSPITAL","CLAREMORE","OK - Tulsa",24.56,571350.53,150855.82,129826.41
"RUSSELL COUNTY MEDICAL CENTER","LEBANON","TN - Kingsport",34.1071428571429,567719.98,150821.04,128304.04
"MAPLE GROVE HOSPITAL","MAPLE GROVE","MN - Minneapolis",17.6842105263158,434256.86,150543.24,125031.47
"KEOKUK AREA HOSPITAL","KEOKUK","IA - Iowa City",19.695652173913,280133.56,150169.79,128786.49
"CLARENDON MEMORIAL HOSPITAL","MANNING","SC - Columbia",20.2380952380952,387839.76,150128.68,131099.09
"GRADY MEMORIAL HOSPITAL","CHICKASHA","OK - Oklahoma City",18.7272727272727,316588.62,149975.55,128707.42
"REHOBOTH MCKINLEY CHRISTIAN HEALTH SER","GALLUP","NM - Albuquerque",22,280314.65,149965.9,128379.18
"RIVERVIEW HSPTL ASSOC","WISCONSIN RAPID","WI - Marshfield",27.5263157894737,283034.45,149949.57,133601.42
"WHITE COUNTY COMMUNITY HOSPITAL","SPARTA","TN - Nashville",18.7368421052632,486017.6,149774.88,133278.71
"THREE RIVERS MEDICAL CENTER","LOUISA","WV - Huntington",28.2758620689655,724637.57,149730.75,125631.47
"JAMESTOWN REGIONAL MEDICAL CENTER","JAMESTOWN","TN - Nashville",30.1428571428571,487602.31,149352.07,127881.63
"LAWRENCE MEDICAL CENTER","MOULTON","AL - Birmingham",24,328889.65,149161.36,132149.66
"GRAHAM HOSPITAL ASSOCIATION","CANTON","IL - Peoria",29.6818181818182,332858.3,149106.18,129953.62
"SAMARITAN HOSPITAL - PEOPLES HOSPITAL","ASHLAND","OH - Columbus",23.8260869565217,235640.04,148980.08,130077.7
"UNIV OF SOUTH ALABAMA MEDICAL CENTER","MOBILE","AL - Mobile",16.6666666666667,201855.33,148781.08,133104.38
"EASTERN OKLAHOMA MEDICAL CENTER","POTEAU","AR - Fort Smith",26.3928571428571,361661.83,148701.87,126847.71
"NORTH ADAMS REGIONAL HOSPITAL","NORTH ADAMS","MA - Springfield",33.5,341091.56,148560.92,130583.2
"SOUTH TEXAS REGIONAL MEDICAL CENTER","JOURDANTON","TX - San Antonio",22.28,649646.66,148518.95,125583.03
"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","TAOS","NM - Albuquerque",21.8125,235685.99,148095.57,128683.3
"PICKENS COUNTY MEDICAL CENTER","CARROLLTON","AL - Tuscaloosa",20.8333333333333,231222.43,147960.28,134219.79
"SAINT JOSEPH MOUNT STERLING","MOUNT STERLING","KY - Lexington",27.2857142857143,258439.09,147789.59,125093.67
"BRATTLEBORO MEMORIAL HOSPITAL","BRATTLEBORO","NH - Lebanon",20.8,241049.53,147301.52,131710.08
"TWIN LAKES REGIONAL MEDICAL CENTER","LEITCHFIELD","KY - Louisville",28.6,379413.84,146939.36,130204.69
"CAMERON REGIONAL MEDICAL CENTER","CAMERON","MO - Kansas City",24.5217391304348,372565.06,146908.82,127401.57
"CHRISTUS SPOHN HOSPITAL BEEVILLE","BEEVILLE","TX - Corpus Christi",21.4210526315789,602709.02,146851.44,131562.17
"FITZGIBBON MEMORIAL HOSPITAL","MARSHALL","MO - Columbia",21.0909090909091,326872.88,146780.52,127662.51
"HURON MEDICAL CENTER","BAD AXE","MI - Saginaw",22.5,168838.31,146776.37,132518.53
"SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","PLYMOUTH","IN - South Bend",27.85,360734.69,146388.42,125737.35
"DODGE COUNTY HOSPITAL","EASTMAN","GA - Macon",20.4285714285714,286541.97,146193.27,126237.45
"WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER","BOGALUSA","LA - Metairie",22.52,328831.2,145684.61,124726.31
"HIGHLAND COMMUNITY  HOSPITAL","PICAYUNE","LA - Slidell",25.7272727272727,388628.69,145271.31,126833.19
"AURORA MED CTR MANITOWOC CTY","TWO RIVERS","WI - Green Bay",19.0555555555556,311549.41,144897.07,122350.04
"MCCULLOUGH-HYDE MEMORIAL HOSPITAL","OXFORD","OH - Cincinnati",18.7391304347826,325765.38,144747.6,123762.29
"CUSHING REGIONAL HOSPITAL","CUSHING","OK - Tulsa",25.4347826086957,386736.58,144602.07,114692.33
"TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","ALLEN","TX - Dallas",19.2380952380952,560060.51,144272.15,114847.04
"BERWICK HOSPITAL CENTER","BERWICK","PA - Danville",26.3571428571429,998242.45,144230.66,117861.18
"HOSPITAL FOR SPECIAL SURGERY","NEW YORK","NY - Manhattan",494.5,456382.18,144217.75,118661.66
"ST JOHN RIVER DISTRICT HOSPITAL","EAST CHINA","MI - Detroit",19.2173913043478,326743.81,143868.73,121071.86
"ESSENTIA HEALTH ST MARYS","DETROIT LAKES","ND - Fargo/Moorhead MN",20.75,282242.08,143808.45,128233.57
"ST MARKS MEDICAL CENTER","LA GRANGE","TX - Houston",23.0454545454545,257826.53,143370.03,123273.64
"MOREHOUSE GENERAL HOSPITAL","BASTROP","LA - Monroe",20.3913043478261,241434.49,143360.24,126808.17
"SOMERSET HOSPITAL","SOMERSET","PA - Johnstown",18.0869565217391,411774.29,143333.98,123688.93
"LAS COLINAS MEDICAL CENTER","IRVING","TX - Dallas",18,1087632.4,143082.29,118287.78
"GRAND LAKE HEALTH SYSTEM","SAINT MARYS","OH - Dayton",22.3181818181818,290059.62,143081.46,122839.43
"WELLSTAR PAULDING HOSPITAL","DALLAS","GA - Atlanta",23.0869565217391,474868.19,143022.48,114420.62
"EXCELA HEALTH FRICK HOSPITAL","MOUNT PLEASANT","PA - Pittsburgh",21.625,375345.27,142936.24,119273.71
"PALM DRIVE HOSPITAL","SEBASTOPOL","CA - Santa Rosa",19.3076923076923,371267.61,142350.13,129936.83
"KINGS MOUNTAIN HOSPITAL INC","KINGS MOUNTAIN","NC - Charlotte",23.7142857142857,309502.61,142275.25,121823.04
"UNIVERSITY GENERAL HOSPITAL","HOUSTON","TX - Houston",20.0909090909091,661935.06,142210.48,127562.08
"HANCOCK MEDICAL CENTER","BAY SAINT LOUIS","LA - Slidell",16.8181818181818,433246,141967.62,122367.92
"SAINT FRANCIS HOSPITAL SOUTH","TULSA","OK - Tulsa",18.9047619047619,344879.35,141882,111846.15
"FAYETTE REGIONAL HEALTH SYSTEM","CONNERSVILLE","IN - Indianapolis",24.3809523809524,332701.66,141830.23,124792.17
"PALMERTON HOSPITAL","PALMERTON","PA - Allentown",25.52,339043.26,141692.73,120548.82
"CHRISTUS SPOHN HOSPITAL KLEBERG","KINGSVILLE","TX - Corpus Christi",31.5769230769231,797705.59,141614.97,119380.13
"AMERICAN FORK HOSPITAL","AMERICAN FORK","UT - Provo",21.9,382824.38,141219.01,115365.18
"ST CHARLES MEDICAL CENTER - REDMOND","REDMOND","OR - Bend",16.7142857142857,245317.75,140903.32,123514.7
"SAMARITAN ALBANY GENERAL HOSPITAL","ALBANY","OR - Eugene",19,351336.33,140902.06,114740.67
"TWIN CITIES HOSPITAL","NICEVILLE","FL - Pensacola",26.48,1297918.33,140612.88,113116.76
"MARIAN COMMUNITY HOSPITAL","CARBONDALE","PA - Scranton",22.84,296896.35,140471.82,120467.57
"CHESTERFIELD GENERAL HOSPITAL","CHERAW","SC - Florence",25.2083333333333,750274.01,140342.52,116367.62
"TITUSVILLE HOSPITAL","TITUSVILLE","PA - Erie",22.625,126778.8,140096.65,128064.54
"ST ELIZABETH HOSPITAL","GONZALES","LA - Baton Rouge",23.7619047619048,302158.38,139643.36,113602.65
"GILA REGIONAL MEDICAL CENTER","SILVER CITY","NM - Albuquerque",23,345796.74,139424.49,120697.14
"STURGIS HOSPITAL","STURGIS","MI - Kalamazoo",19.4736842105263,213482.24,138997.49,122633.92
"MISSOURI BAPTIST HOSPITAL SULLIVAN","SULLIVAN","MO - St. Louis",21.95,238618.58,138386.11,122019
"PERRY HOSPITAL","PERRY","GA - Macon",22.1818181818182,365751.65,138379.76,119460.95
"LAKEVIEW MED CENTER","RICE LAKE","WI - Marshfield",28.6666666666667,258797.08,138079.36,118853.75
"SHERIDAN MEMORIAL HOSPITAL","SHERIDAN","MT - Billings",25,283548.15,137845.21,124673.64
"EAST TEXAS MEDICAL CENTER CROCKETT","CROCKETT","TX - Tyler",26.32,626376.59,137842.63,113551.77
"PLEASANT VALLEY HOSPITAL","POINT PLEASANT","WV - Huntington",28.1071428571429,385017.73,137737.38,115159.91
"COMMUNITY HOSPITAL OF LONG BEACH","LONG BEACH","CA - Los Angeles",21.4375,1090121.23,137675.36,124364.93
"FORT MADISON COMMUNITY HOSPITAL","FORT MADISON","IA - Iowa City",24.0909090909091,267614.56,137491.01,120006.28
"HARRISON MEMORIAL HOSPITAL","CYNTHIANA","KY - Lexington",25.5,226597.02,137463.13,117621.39
"ST JOSEPHS HOSPITAL","BREESE","MO - St. Louis",18.1052631578947,289533.38,137362.73,120412.98
"HUTCHINSON AREA HEALTH CARE","HUTCHINSON","MN - Minneapolis",22,284097.72,137049.17,124633.79
"DALE MEDICAL CENTER","OZARK","AL - Dothan",25.6111111111111,245693.67,136936.44,122953.24
"CRAIG GENERAL HOSPITAL","VINITA","OK - Tulsa",21.76,276415.74,136911.28,115436.85
"SOUTH HAMPTON COMMUNITY HOSPITAL","DALLAS","TX - Dallas",21.9411764705882,585083.31,136587.91,122345.49
"LAKEVIEW MEMORIAL HOSPITAL","STILLWATER","MN - St. Paul",45.5294117647059,309693.88,136311.31,117576.94
"BELLFLOWER MEDICAL CENTER","BELLFLOWER","CA - Los Angeles",37.2142857142857,525877.48,136082.66,124587.36
"DUBLIN METHODIST HOSPITAL","DUBLIN","OH - Columbus",24.95,459825.57,136064.57,111997.31
"PLATTE VALLEY MEDICAL CENTER","BRIGHTON","CO - Denver",16.6111111111111,442188.47,135953.8,112607.2
"AURORA MED CENTER-WASHINGTON COUNTY","HARTFORD","WI - Milwaukee",20.2857142857143,451689.15,135784.31,113187.83
"HELENA REGIONAL MEDICAL CENTER","HELENA","TN - Memphis",21.95,540970.57,135758.08,112640.64
"ALEGENT HEALTH MIDLANDS HOSPITAL","PAPILLION","NE - Omaha",18.3478260869565,618453.01,135721.54,107992.86
"NASHOBA VALLEY MEDICAL CENTER","AYER","MA - Boston",25.304347826087,318197.33,135705.69,116661.73
"DELTA MEDICAL CENTER","MEMPHIS","TN - Memphis",19.15,439715.23,135662.82,120904.76
"BARROW REGIONAL MEDICAL CENTER","WINDER","GA - Atlanta",23.5,442034.44,135347.21,116712.64
"BAY PARK COMMUNITY HOSPITAL","OREGON","OH - Toledo",24.0434782608696,697283.9,135299,112152.2
"ROANE MEDICAL CENTER","HARRIMAN","TN - Knoxville",21.0869565217391,265147.13,135177.32,117208.17
"UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","BEACHWOOD","OH - Cleveland",19.76,564168.18,135020.07,113690.02
"KAISER FOUNDATION HOSPITAL","HONOLULU","HI - Honolulu",18.4444444444444,220799.36,134853.12,59173.95
"INTEGRIS CANADIAN VALLEY  HOSPITAL","YUKON","OK - Oklahoma City",22.0952380952381,731933.98,134592.58,113089.57
"MID-COLUMBIA MEDICAL CENTER","THE DALLES","OR - Portland",21.4666666666667,247717.58,134417.96,120578.26
"TAWAS ST JOSEPH HOSPITAL","TAWAS CITY","MI - Saginaw",24.6666666666667,166018.49,134396.9,116323.16
"NICHOLAS H NOYES MEMORIAL HOSPITAL","DANSVILLE","NY - Rochester",20.7,232940.83,133834.17,117354.02
"STONEWALL JACKSON MEM HOSP","WESTON","WV - Charleston",27.7692307692308,266845.5,133807.74,111878.59
"FRANKLIN WOODS COMMUNITY HOSPITAL","JOHNSON CITY","TN - Johnson City",29.7083333333333,618975.43,133678.67,109650.78
"TOUCHETTE REGIONAL HOSPITAL INC","CENTREVILLE","MO - St. Louis",26.9333333333333,228686.53,133589.02,121729.91
"ESPANOLA HOSPITAL","ESPANOLA","NM - Albuquerque",18.75,339450.7,133403.8,115139.4
"JOHN ED CHAMBERS MEM HOSP, INC","DANVILLE","AR - Little Rock",30.2,125662.4,133035.63,117490.89
"BAPTIST MEDICAL CENTER - NASSAU","FERNANDINA BEAC","FL - Jacksonville",25.875,481434.32,133010.01,108114.66
"SUTTER DAVIS HOSPITAL","DAVIS","CA - Sacramento",19.5714285714286,559456.67,132663.37,115819.05
"NORTHEASTERN NEVADA REGIONAL HOSPITAL","ELKO","UT - Salt Lake City",21.2857142857143,376894.56,132531.99,108151.22
"SUMMA WADSWORTH-RITTMAN HOSPITAL","WADSWORTH","OH - Akron",23.12,554641.31,132304.94,110552.28
"DUPLIN GENERAL HOSPITAL","KENANSVILLE","NC - Greenville",22.1428571428571,257959.82,132268.12,115909.2
"WAYNE GENERAL HOSPITAL","WAYNESBORO","MS - Hattiesburg",22.1538461538462,207941.17,132198.94,110722.9
"ST JOSEPHS HSPTL","CHIPPEWA FALLS","WI - Marshfield",21.9411764705882,317527.12,131859.9,107163.1
"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","MARTINSVILLE","IN - Indianapolis",20.0454545454545,477551.48,131594.85,114183.8
"SUMMERSVILLE REGIONAL MEDICAL CENTER","SUMMERSVILLE","WV - Charleston",21.4,214315.94,131407.25,114098.18
"HILLCREST MEMORIAL HOSPITAL","SIMPSONVILLE","SC - Greenville",22.8888888888889,386977.8,131316.78,101862.25
"MT GRAHAM REGIONAL MEDICAL CENTER","SAFFORD","AZ - Tucson",19.9166666666667,273485.39,130942.19,119525.31
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO - Grand Junction",21.2631578947368,371517.5,130651.55,109866.25
"JELLICO COMMUNITY HOSPITAL","JELLICO","TN - Knoxville",26.9444444444444,208635.69,130454.41,116307.63
"SWEETWATER HOSPITAL ASSOCIATION","SWEETWATER","TN - Knoxville",27.6086956521739,376435.62,130365.59,109865.51
"BERGEN REGIONAL MEDICAL CENTER","PARAMUS","NJ - Hackensack",25.6,529382.43,130277.7,118751.82
"MC DONOUGH DISTRICT HOSPITAL","MACOMB","IL - Springfield",25.1578947368421,302303.56,129865.42,108008.93
"HARRISBURG MEDICAL CENTER","HARRISBURG","IN - Evansville",27.695652173913,285090.71,129809.64,111355.3
"AURORA MEDICAL CENTER","GRAFTON","WI - Milwaukee",22,476374.25,129334.18,106143.01
"MUHLENBERG COMMUNITY HOSPITAL","GREENVILLE","TN - Nashville",27.4782608695652,330336.48,129025.82,107764.11
"BEAUREGARD MEMORIAL HOSPITAL","DERIDDER","LA - Lake Charles",26.5909090909091,560209.87,128839.96,113723.96
"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","STUTTGART","AR - Little Rock",23.75,211216.6,128805.31,110612.07
"OWATONNA HOSPITAL","OWATONNA","MN - Rochester",22.2666666666667,345012.88,128783.03,107726.4
"MILLCREEK COMMUNITY HOSPITAL","ERIE","PA - Erie",22.9,267423.28,128740.74,114807.11
"DISTRICT ONE HOSPITAL","FARIBAULT","MN - Minneapolis",18.0625,178214.27,128699.43,114214.76
"PORTAGE HEALTH HOSPITAL","HANCOCK","MI - Marquette",17.9285714285714,192334.65,128670.24,115563.56
"VOLUNTEER COMMUNITY HOSPITAL","MARTIN","TN - Jackson",29.2608695652174,639454.05,128486.61,110749.25
"OTSEGO MEMORIAL HOSPITAL","GAYLORD","MI - Petoskey",25.9285714285714,226318.05,128412.5,115233.85
"MEDICAL PARK HOSPITAL","HOPE","AR - Texarkana",22.55,332115.73,128317.28,112174.71
"CHESTATEE REGIONAL HOSPITAL","DAHLONEGA","GA - Atlanta",21.1875,288440.64,128038.61,113840.27
"WESTVIEW HOSPITAL","INDIANAPOLIS","IN - Indianapolis",18.5,498855.86,128018.42,98002.74
"CARSON CITY HOSPITAL","CARSON CITY","MI - Lansing",20.75,189587.42,128001.89,113807.09
"VALLEY VIEW HOSPITAL ASSOCIATION","GLENWOOD SPRING","CO - Grand Junction",22.8,341599.51,127953.9,111699.82
"DAVIESS COMMUNITY HOSPITAL","WASHINGTON","IN - Evansville",21.4545454545455,229466.74,127930.11,109462.35
"MERCY TIFFIN HOSPITAL","TIFFIN","OH - Toledo",26.55,298653.12,127871.07,109008.94
"UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR","WATERTOWN","WI - Madison",21.9411764705882,289128.88,127799.78,111838.94
"OCHSNER BAPTIST MEDICAL CENTER LLC","NEW ORLEANS","LA - New Orleans",19.2105263157895,450374.72,127679.79,106297.95
"WOODLAND MEMORIAL HOSPITAL","WOODLAND","CA - Sacramento",25.9090909090909,525481.16,127150.99,98341.01
"NORTHRIDGE MEDICAL CENTER","COMMERCE","GA - Atlanta",15.8125,245714,127148.15,113564.09
"CHARITY HOSPITAL & MEDICAL CENTER OF LOUI AT NO","NEW ORLEANS","LA - New Orleans",16.1111111111111,256472.75,126602.65,118365.33
"CHINESE HOSPITAL","SAN FRANCISCO","CA - San Francisco",24.0625,430288.8,126464.28,112131.33
"CARILION FRANKLIN MEMORIAL HOSPITAL","ROCKY MOUNT","VA - Roanoke",21.1,269845.28,126365.69,104447.6
"HOMER MEMORIAL HOSPITAL","HOMER","LA - Shreveport",26.4761904761905,303678.08,126129.41,108453.68
"PALO PINTO GENERAL HOSPITAL","MINERAL WELLS","TX - Fort Worth",24.2631578947368,272143.15,125862.58,109394.11
"SPRING VIEW HOSPITAL","LEBANON","KY - Louisville",23.4705882352941,346445.3,125559.29,107686.81
"PLACENTIA LINDA HOSPITAL","PLACENTIA","CA - Orange County",23.1578947368421,847597.99,125405.99,106081.51
"JERSEY COMMUNITY HOSPITAL","JERSEYVILLE","MO - St. Louis",20.7727272727273,198771.87,125401.75,108801.25
